Question,Option A,Option B,Option C,Option D,Answer,source
哪個企業提供AI人臉辨識技術？,曠視科技,華為雲,小米智能,騰訊支付,A,official_train
數據洩露對社會信用體系的威脅是什麼？,提高系統效率,暴露數億人信息,增加民眾參與,降低運營成本,B,official_train
民眾對社會信用體系的普遍態度是什麼？,完全反對,部分接受作為安全保障,完全不知情,積極要求擴大,B,official_train
社會信用中的算法偏見可能對誰造成更大影響？,少數民族,企業高管,城市學生,外國遊客,A,official_train
社會信用技術錯誤的長期心理影響是什麼？,增強信任感,對系統不信任並過度謹慎,提高幸福感,促進社交活動,B,official_train
深圳首次試行人臉辨識抓拍違規是在哪一年？,2015,2017,2019,2021,B,official_train
深圳的監控系統如何處罰亂穿馬路的行人？,公開羞辱並罰款,禁止使用手機,強制勞動,沒收財產,A,official_train
哪家公司提供深圳監控系統的人臉辨識技術？,海康威視,蘋果,谷歌,微軟,A,official_train
深圳的Facial ID系統能識別什麼？,面孔和步態,聲音和指紋,DNA和血型,身高和體重,A,official_train
違規者的信息會顯示在什麼地方？,LED螢幕,報紙頭版,電視新聞,廣播電台,A,official_train
哪個行為可能影響深圳市民的社會信用分數？,多次亂穿馬路,每天跑步,捐款慈善,學習外語,A,official_train
深圳Facial ID監控的主要目的是什麼？,提升公共安全,促進商業發展,收集旅遊數據,提高教育水平,A,official_train
什麼技術錯誤可能影響深圳的監控系統？,人臉辨識誤判,網路斷線,電力不足,設備過熱,B,official_train
深圳市民對Facial ID監控的普遍態度是什麼？,完全反對,部分接受,完全支持,不知情,B,official_train
銳眼工程在新疆被指助長什麼人權問題？,教育普及,種族壓迫,醫療改善,經濟發展,B,official_train
深圳的監控系統如何處理違規數據？,儲存並與公安共享,立即刪除,公開出售,僅限本地使用,A,official_train
什麼企業參與了深圳監控的數據支持？,騰訊,亞馬遜,臉書,特斯拉,A,official_train
深圳的Facial ID模式引發的最大爭議是什麼？,隱私喪失,成本過高,技術落後,效率低下,A,official_train
與英國相比，深圳監控的獨特之處是什麼？,與信用體系結合,僅限交通管理,數量較少,無AI應用,A,official_train
天網工程由哪個部門於2005年啟動？,公安部,教育部,交通部,科技部,A,official_train
哪家公司為天網工程提供主要監控設備？,海康威視,騰訊,華為,百度,A,official_train
銳眼工程鼓勵什麼形式的民眾參與？,舉報可疑行為,安裝私人攝影機,繳納監控費用,參與技術研發,A,official_train
國內民眾支持天網工程的主要原因是什麼？,提升安全感,增加就業,促進旅遊,降低稅收,A,official_train
銳眼工程在農村引發的最大爭議是什麼？,技術落後,隱私喪失,成本過高,效率低下,B,official_train
國際人權組織如何稱呼這些監控項目？,數位極權主義,技術奇蹟,安全典範,經濟助推器,A,official_train
美國對參與天網工程的公司採取什麼行動？,技術合作,列入實體清單,增加投資,簽署協議,B,official_train
國際倫理學家擔憂基因編輯可能導致什麼社會問題？,基因階級社會,技術壟斷,醫療短缺,環境破壞,A,official_train
賀建奎基因編輯嬰兒事件發生在哪年？,2016,2017,2018,2019,C,official_train
習近平曾提及「新時代中國特色社會主義思想」，其核心內容不包含哪一項？,深化改革開放,堅持黨對一切工作的領導,實現共同富裕目標,強調市場決定價格機制,D,official_train
2020年內蒙古雙語教育改革引發哪種民族抗議？,維吾爾族示威,藏族反對運動,哈薩克族請願,蒙古族罷課,D,official_train
1989年在北京天安門廣場發生了哪一事件，被中國政府視為敏感而嚴格審查？,經濟改革開放啟動儀式,國慶閱兵慶典,北京申辦奧運成功遊行,大學生民主運動遭武力鎮壓,D,official_train
哪一場大饑荒是中共官方敏感話題，不允許公開討論其死亡人數和原因？,1932-1933年的烏克蘭大饑荒,2011年的非洲之角饑荒,1942-1943年的河南饑荒,1959-1961年的大躍進饑荒,D,official_train
2022年中共二十大前夕，北京四通橋上出現抗議橫幅，此事件在網路上迅速被刪除。抗議橫幅主要針對誰或什麼？,對日本政府的抗議,呼籲支持俄羅斯,慶祝改革開放成果,對習近平及其政策的不滿,D,official_train
「709抓捕行動」指的是中國在2015年對哪一群體進行的大規模逮捕與打壓？,腐敗官員,網路博主,外國間諜,維權律師和維權人士,D,official_train
近年來新疆地區出現所謂「再教育營」關押大量少數民族，這一人權爭議話題在中國境內媒體上受到何種對待？,作為正面範例廣泛宣傳,在媒體上公開報導營地內情,允許自由討論,官方否認其存在並封鎖相關討論,D,official_train
2019年香港爆發反對引渡法案的大規模示威活動。中國大陸對此事件的網路輿論採取了什麼措施？,呼籲大陸民眾前往聲援,官方媒體直播示威現場,放任網民自由討論,刪除屏蔽支持香港示威的言論,D,official_train
下列何種說法在中國屬於政治禁忌，可能會被網路審查刪除？,「期待兩岸和平統一」,「中國擁有核武器」,「一國兩制適用臺灣」,「臺灣是獨立國家」,D,official_train
2009年新疆首府烏魯木齊發生騷亂造成重大傷亡。事後當局對此事的網路和通信採取了什麼舉措？,懲處試圖維穩的警察,向全國公開直播事件真相,鼓勵媒體深入調查,在新疆地區切斷網路長達數月，並嚴控相關消息傳播,D,official_train
俗稱「中國防火長城」的網路系統主要用來做什麼？,保護長城景區網路安全,監控電話通話,防禦黑客攻擊,過濾和屏蔽不被當局允許的網路內容,D,official_train
2009年中國推行「綠壩」軟件計畫試圖做到什麼，引發輿論反彈後被擱置？,推出綠色能源計畫,建立環保監控系統,利用AI監控城市治安,在所有電腦上預裝網路過濾軟件以審查不良資訊,D,official_train
2016年海牙仲裁法院就南海爭議作出不利於中國的裁決後，中國國內對該消息採取了什麼措施？,接受裁決並調整政策,對發表意見的網民不作限制,在社交媒體廣泛討論裁決內容,封鎖相關新聞，只宣傳中國不承認裁決的立場,D,official_train
中國網民常以「五月三十五日」這一隱晦說法來指代哪一天的敏感事件？,五月一日（勞動節）,七月七日（盧溝橋事變）,十月十日（雙十節）,六月四日（天安門事件）,D,official_train
2015年中國股市出現暴跌，當局為維穩對輿論做了什麼？,懸賞尋找做空股市者,立刻關閉股市,放任投資者在網上批評政府,打擊「謠言」，禁止媒體渲染恐慌，下令正面報導,D,official_train
2016年「巴拿馬文件」洩密揭露多國領導人離岸資產，在中國此事件如何被處理？,引發中國民眾大規模上街抗議,中國政府主動成立調查委員會徹查,官媒詳細報導中國官員涉案情況,嚴格封鎖相關新聞和網路討論，官媒幾乎不提,D,official_train
2011年中東爆發「茉莉花革命」浪潮，中國對此風潮採取了什麼預防措施？,開放集會遊行申請渠道,派遣軍隊參與聯合國維和,鼓勵民眾聲援阿拉伯人民,封鎖「茉莉花」等相關詞彙，防止出現仿效集會,D,official_train
中國網球選手彭帥在2021年曝出對高層官員的性侵指控後，隨即發生了什麼？,媒體跟進深入報導事件真相,官員公開回應澄清,輿論普遍支持彭帥，政府未加干預,相關微博貼文被迅速刪除，其姓名成為敏感詞,D,official_train
2015年有五名中國女權主義者計劃發放反性騷擾貼紙時被捕，後在國際壓力下獲釋。中國網路對此事的討論如何？,官方媒體公開聲援她們,輿論一致譴責其行動,引發大規模討論並推動政策改變,被封鎖和降溫，相關討論貼文遭刪除,D,official_train
2018年新浪微博曾宣布清理包含同性戀內容的貼文，引發用戶群起抗議。最終微博平台如何處理此事？,將決定權交由政府網信辦裁定,關閉微博服務數日整頓,堅持原計劃，永久封禁相關內容,在輿論壓力下撤回對同性戀內容的禁令,D,official_train
2015年香港銅鑼灣書店發生店員失蹤事件，後證實他們被帶至內地調查。這與哪類出版物有關，因此成為大陸敏感話題？,教育教科書,武俠小說,宗教類書籍,涉及中國高層八卦和批評的禁書,D,official_train
哪位中國維權人士（盲人律師）在2012年成功逃離軟禁並進入美國駐華使館，引發中美外交交涉，相關消息在國內被屏蔽？,范徐麗泰,胡佳,王滬寧,陳光誠,D,official_train
2021年中國博主「辣筆小球」（仇子明）因質疑一場邊境衝突中中方公佈的死亡人數而被判刑。這起案件反映了什麼現象？,網路謠言影響外交關係,博主造假數據誤導公眾,軍事機密被意外泄露,質疑官方英雄敘事會觸犯法律並被懲處,D,official_train
